Placement test score (%),Proficiency,Sex,Age,L1,Stay abroad in Spanish speaking country (>= 1 month),Proficiency (self-assessment) speaking,Proficiency (self-assessment) listening,Proficiency (self-assessment) reading,Proficiency (self-assessment) writing,Proficiency (self-assessment),Medium,Task number,Writting/audio details,Where the task was done
83.7,Lower advanced,Female,40.0,Greek,Yes,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,2,written_online,Outside classroom
83.7,Lower advanced,Female,51.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,7,written_online,Outside classroom
83.7,Lower advanced,Female,55.0,Greek,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,14,written_online,Outside classroom
86.0,Lower advanced,Female,18.0,Greek,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Outside classroom
86.0,Lower advanced,Female,19.0,Greek,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,3,written_online,Outside classroom
86.0,Lower advanced,Female,21.0,Greek,No,Upper beginner (A2),Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),55.0,Written,14,written_online,Outside classroom
86.0,Lower advanced,Female,21.0,Greek,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Outside classroom
86.0,Lower advanced,Female,21.0,Greek,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,4,written_online,Outside classroom
86.0,Lower advanced,Female,22.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,10,written_online,Outside classroom
86.0,Lower advanced,Female,22.0,Greek,No,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,12,written_online,Outside classroom
86.0,Lower advanced,Female,22.0,Greek,No,Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),65.0,Written,14,written_online,Outside classroom
86.0,Lower advanced,Female,24.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Outside classroom
86.0,Lower advanced,Female,24.0,Greek,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,7,written_online,Outside classroom
86.0,Lower advanced,Male,25.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,3,written_online,Outside classroom
86.0,Lower advanced,Female,25.0,Greek,Yes,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,1,written_online,Outside classroom
86.0,Lower advanced,Male,33.0,Greek,No,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,10,written_online,Outside classroom
86.0,Lower advanced,Male,36.0,Greek,Yes,Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),Lower advanced (C1),95.0,Written,14,written_online,Outside classroom
86.0,Lower advanced,Female,38.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,7,written_online,Outside classroom
88.4,Lower advanced,Female,20.0,Greek,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,6,written_online,Outside classroom
88.4,Lower advanced,Female,20.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Outside classroom
88.4,Lower advanced,Female,21.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,10,written_online,Outside classroom
88.4,Lower advanced,Female,21.0,Greek,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,5,written_online,Outside classroom
88.4,Lower advanced,Female,23.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Outside classroom
88.4,Lower advanced,Female,24.0,Greek,No,Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),65.0,Written,14,written_online,Outside classroom
88.4,Lower advanced,Female,25.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,10,written_online,Outside classroom
88.4,Lower advanced,Female,26.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,4,written_online,Outside classroom
88.4,Lower advanced,Male,28.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Outside classroom
88.4,Lower advanced,Female,28.0,Greek,Yes,Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),Upper intermediate (B2),90.0,Written,14,written_online,Outside classroom
88.4,Lower advanced,Female,28.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,4,written_online,Outside classroom
88.4,Lower advanced,Female,32.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Outside classroom
88.4,Lower advanced,Female,35.0,Greek,Yes,Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),100.0,Written,3,written_online,Outside classroom
88.4,Lower advanced,Female,35.0,Greek,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,4,written_online,Outside classroom
88.4,Lower advanced,Female,39.0,Greek,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,3,written_online,Outside classroom
88.4,Lower advanced,Female,40.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Outside classroom
88.4,Lower advanced,Female,43.0,Greek,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,12,written_online,Outside classroom
88.4,Lower advanced,Female,45.0,Greek,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,12,written_online,Outside classroom
88.4,Lower advanced,Female,52.0,Greek,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,1,written_online,Outside classroom
88.4,Lower advanced,Male,60.0,Greek,No,Lower intermediate (B1),Lower intermediate (B1),Lower advanced (C1),Lower intermediate (B1),50.0,Written,14,written_online,Outside classroom
90.7,Lower advanced,Female,24.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Outside classroom
90.7,Lower advanced,Female,25.0,Greek,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,12,written_online,Outside classroom
90.7,Lower advanced,Female,26.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Outside classroom
90.7,Lower advanced,Male,27.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Outside classroom
90.7,Lower advanced,Female,27.0,Greek,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,12,written_online,Outside classroom
90.7,Lower advanced,Female,28.0,Greek,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,10,written_online,Outside classroom
90.7,Lower advanced,Male,30.0,Greek,No,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,10,written_online,Outside classroom
90.7,Lower advanced,Female,34.0,Greek,No,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),75.0,Written,14,written_online,Outside classroom
90.7,Lower advanced,Female,47.0,Greek,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,2,written_online,Outside classroom
90.7,Lower advanced,Female,49.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Outside classroom
90.7,Lower advanced,Male,56.0,Greek,No,Lower intermediate (B1),Upper beginner (A2),Lower advanced (C1),Lower intermediate (B1),45.0,Written,14,written_online,Outside classroom
93.0,Lower advanced,Female,21.0,Greek,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,9,written_online,Outside classroom
93.0,Lower advanced,Female,21.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,7,written_online,Outside classroom
93.0,Lower advanced,Female,21.0,Greek,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,7,written_online,Outside classroom
93.0,Lower advanced,Female,22.0,Greek,Yes,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,10,written_online,Outside classroom
93.0,Lower advanced,Female,22.0,Greek,Yes,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,2,written_online,Outside classroom
93.0,Lower advanced,Female,22.0,Greek,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,10,written_online,Outside classroom
93.0,Lower advanced,Male,22.0,Greek,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,10,written_online,Outside classroom
93.0,Lower advanced,Female,25.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,3,written_online,Outside classroom
93.0,Lower advanced,Male,25.0,Greek,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,14,written_online,Outside classroom
93.0,Lower advanced,Female,25.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Outside classroom
93.0,Lower advanced,Female,26.0,Greek,Yes,Lower advanced (C1),Upper advanced (C2),Upper advanced (C2),Lower advanced (C1),90.0,Written,14,written_online,Outside classroom
93.0,Lower advanced,Female,29.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,10,written_online,Outside classroom
93.0,Lower advanced,Female,30.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,7,written_online,Outside classroom
93.0,Lower advanced,Female,31.0,Greek,Yes,Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),100.0,Written,6,written_online,Outside classroom
93.0,Lower advanced,Female,32.0,Greek,Yes,Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),100.0,Written,7,written_online,Outside classroom
93.0,Lower advanced,Male,34.0,Greek,Yes,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,7,written_online,Outside classroom
93.0,Lower advanced,Female,34.0,Greek,No,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,14,written_online,Outside classroom
93.0,Lower advanced,Female,35.0,Greek,No,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,14,written_online,Outside classroom
93.0,Lower advanced,Female,35.0,Greek,Yes,Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),100.0,Written,6,written_online,Outside classroom
93.0,Lower advanced,Female,37.0,Greek,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,14,written_online,Outside classroom
93.0,Lower advanced,Male,40.0,Greek,Yes,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,10,written_online,Outside classroom
93.0,Lower advanced,Female,40.0,Greek,Yes,Lower advanced (C1),Lower advanced (C1),Upper advanced (C2),Lower advanced (C1),85.0,Written,14,written_online,Outside classroom
93.0,Lower advanced,Female,40.0,Greek,No,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,12,written_online,Outside classroom
93.0,Lower advanced,Female,56.0,Greek,No,Lower intermediate (B1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),70.0,Written,14,written_online,Outside classroom
95.3,Upper advanced,Female,16.0,Greek,Yes,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,6,written_online,Outside classroom
95.3,Upper advanced,Female,18.0,Greek,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,11,written_online,Outside classroom
95.3,Upper advanced,Female,20.0,Greek,No,Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),100.0,Written,10,written_online,Outside classroom
95.3,Upper advanced,Female,21.0,Greek,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,6,written_online,Outside classroom
95.3,Upper advanced,Male,23.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Outside classroom
95.3,Upper advanced,Female,23.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,10,written_online,Outside classroom
95.3,Upper advanced,Female,23.0,Greek,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,2,written_online,Outside classroom
95.3,Upper advanced,Female,23.0,Greek,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,10,written_online,Outside classroom
95.3,Upper advanced,Female,26.0,Greek,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,7,written_online,Outside classroom
95.3,Upper advanced,Female,32.0,Greek,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,3,written_online,Outside classroom
95.3,Upper advanced,Male,34.0,Greek,Yes,Lower intermediate (B1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),70.0,Written,14,written_online,Outside classroom
95.3,Upper advanced,Female,36.0,Greek,Yes,Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),100.0,Written,3,written_online,Outside classroom
95.3,Upper advanced,Female,36.0,Greek,No,Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),100.0,Written,6,written_online,Outside classroom
95.3,Upper advanced,Female,38.0,Greek,No,Upper intermediate (B2),Lower advanced (C1),Upper advanced (C2),Lower advanced (C1),80.0,Written,14,written_online,Outside classroom
95.3,Upper advanced,Female,48.0,Greek,Yes,Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),100.0,Written,10,written_online,Outside classroom
95.3,Upper advanced,Female,49.0,Greek,Yes,Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),100.0,Written,14,written_online,Outside classroom
95.3,Upper advanced,Female,52.0,Greek,Yes,Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),100.0,Written,6,written_online,Outside classroom
97.7,Upper advanced,Male,21.0,Greek,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,4,written_online,Outside classroom
